,City,State,Total Generation Rank,Electric Generation Rank,Commercial Generation Rank,Capacity Growth Status,CAIDI w/ Major Events,CAIDI w/o Major Events,SAIFI Major Events,Utility Annual Energy Savings (MWh),Utility Peak Demand Savings (MW),Utility Annual Incentive Cost ($),Utility Commercial Avg Life (Yrs),Regional Electricity Demand,IXP_Count,Total MWh Rank,Purchased Rank,County,Gigabit_Fiber_Coverage,Business_Density,Suitability
159,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
160,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
161,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
162,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
163,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
164,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
165,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
166,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
167,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
168,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
169,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
170,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
171,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
172,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
173,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
174,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
175,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
176,Palo Alto,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Moderate,Moderate,Santa Clara County,Unknown,Unknown,Low Suitability
177,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
178,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
179,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
180,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
181,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
182,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
183,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
184,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
185,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
186,Mountain View,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
187,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
188,Sacramento,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Sacramento County,Limited,High,Low Suitability
189,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
190,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
191,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
192,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
193,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
194,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
195,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
196,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
197,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
198,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
199,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
200,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
201,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
202,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
203,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
204,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
205,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
206,Palo Alto,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Moderate,Moderate,Santa Clara County,Unknown,Unknown,Low Suitability
207,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
208,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
209,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
210,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
211,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
212,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
213,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
214,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
215,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
216,Mountain View,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
217,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
218,Sacramento,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Sacramento County,Limited,High,Low Suitability
219,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
220,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
221,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
222,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
223,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
224,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
225,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
226,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
227,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
228,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
229,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
230,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
231,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
232,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
233,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
234,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
235,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
236,Palo Alto,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Moderate,Moderate,Santa Clara County,Unknown,Unknown,Low Suitability
237,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
238,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
239,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
240,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
241,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
242,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
243,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
244,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
245,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
246,Mountain View,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
247,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
248,Sacramento,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Sacramento County,Limited,High,Low Suitability
249,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
250,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
251,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
252,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
253,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
254,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
255,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
256,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
257,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
258,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
259,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
260,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
261,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
262,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
263,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
264,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
265,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
266,Palo Alto,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Moderate,Moderate,Santa Clara County,Unknown,Unknown,Low Suitability
267,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
268,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
269,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
270,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
271,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
272,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
273,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
274,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
275,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
276,Mountain View,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
277,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
278,Sacramento,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Sacramento County,Limited,High,Low Suitability
279,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
280,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
281,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
282,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
283,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
284,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
285,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
286,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
287,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
288,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
289,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
290,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
291,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
